time_sec,ECG_II,ECG_II_filtered
5.07,-0.04,0.06
5.072,-0.02,0.07
5.074,-0.005,0.075
5.076,0.04,0.085
5.078,0.035,0.09
5.08,0.05,0.105
5.082,0.05,0.115
5.084,0.085,0.125
5.086,0.055,0.135
5.088,0.07,0.145
5.09,0.04,0.15
5.092,0.035,0.15
5.094,0.045,0.15
5.096,0.06,0.145
5.098,0.105,0.14
5.1,0.095,0.14
5.102,0.06,0.14
5.104,0.06,0.15
5.106,0.045,0.165
5.108,0.105,0.185
5.11,0.16,0.2
5.112,0.145,0.22
5.114,0.155,0.235
5.116,0.16,0.245
5.118,0.155,0.245
5.12,0.205,0.245
5.122,0.17,0.235
5.124,0.125,0.23
5.126,0.105,0.22
5.128,0.075,0.215
5.13,0.095,0.205
5.132,0.15,0.205
5.134,0.16,0.2
5.136,0.145,0.195
5.138,0.17,0.19
5.14,0.16,0.185
5.142,0.08,0.175
5.144,0.01,0.16
5.146,0.015,0.15
5.148,0.06,0.135
5.15,0.07,0.125
5.152,0.03,0.115
5.154,0.045,0.105
5.156,0.04,0.095
5.158,-0.005,0.09
5.16,0.0,0.08
5.162,0.025,0.07
5.164,-0.005,0.055
5.166,-0.08,0.045
5.168,-0.065,0.03
5.17,-0.09,0.01
5.172,-0.095,-0.005
5.174,-0.085,-0.015
5.176,-0.12,-0.03
5.178,-0.115,-0.035
5.18,-0.12,-0.04
5.182,-0.11,-0.04
5.184,-0.085,-0.035
5.186,-0.11,-0.03
5.188,-0.135,-0.025
5.19,-0.105,-0.02
5.192,-0.08,-0.02
5.194,-0.085,-0.02
5.196,-0.115,-0.025
5.198,-0.12,-0.03
5.2,-0.08,-0.04
5.202,-0.045,-0.05
5.204,-0.1,-0.06
5.206,-0.23,-0.065
5.208,-0.205,-0.065
5.21,-0.14,-0.06
5.212,-0.075,-0.05
5.214,-0.09,-0.04
5.216,-0.11,-0.03
5.218,-0.13,-0.02
5.22,-0.1,-0.015
5.222,-0.05,-0.015
5.224,-0.08,-0.015
5.226,-0.135,-0.02
5.228,-0.15,-0.03
5.23,-0.1,-0.035
5.232,-0.12,-0.045
5.234,-0.105,-0.045
5.236,-0.13,-0.05
5.238,-0.115,-0.05
5.24,-0.125,-0.045
5.242,-0.105,-0.04
5.244,-0.115,-0.035
5.246,-0.125,-0.03
5.248,-0.135,-0.03
5.25,-0.165,-0.03
5.252,-0.14,-0.03
5.254,-0.075,-0.03
5.256,-0.075,-0.03
5.258,-0.05,-0.035
5.26,-0.095,-0.035
5.262,-0.1,-0.04
5.264,-0.08,-0.045
5.266,-0.095,-0.045
5.268,-0.175,-0.045
5.27,-0.22,-0.05
5.272,-0.13,-0.05
5.274,-0.13,-0.045
5.276,-0.14,-0.045
5.278,-0.135,-0.045
5.28,-0.07,-0.04
5.282,-0.09,-0.04
5.284,-0.11,-0.035
5.286,-0.085,-0.035
5.288,-0.17,-0.035
5.29,-0.125,-0.035
5.292,-0.11,-0.035
5.294,-0.105,-0.035
5.296,-0.095,-0.035
5.298,-0.06,-0.035
5.3,-0.08,-0.03
5.302,-0.09,-0.02
5.304,-0.13,-0.01
5.306,-0.07,0.0
5.308,-0.065,0.01
5.31,-0.08,0.02
5.312,-0.025,0.025
5.314,-0.055,0.025
5.316,-0.04,0.025
5.318,-0.065,0.02
5.32,-0.075,0.015
5.322,-0.04,0.005
5.324,-0.015,0.0
5.326,-0.115,-0.005
5.328,-0.12,-0.005
5.33,-0.15,-0.005
5.332,-0.04,0.0
5.334,-0.005,0.005
5.336,-0.05,0.015
5.338,-0.035,0.02
5.34,-0.065,0.025
5.342,-0.035,0.03
5.344,-0.07,0.03
5.346,-0.05,0.03
5.348,-0.045,0.03
5.35,-0.085,0.025
5.352,0.005,0.025
5.354,-0.04,0.025
5.356,-0.02,0.02
5.358,-0.01,0.015
5.36,-0.09,0.01
5.362,-0.105,0.005
5.364,-0.14,-0.005
5.366,-0.12,-0.015
5.368,-0.125,-0.03
5.37,-0.105,-0.04
5.372,-0.095,-0.05
5.374,-0.07,-0.06
5.376,-0.135,-0.065
5.378,-0.14,-0.07
5.38,-0.115,-0.07
5.382,-0.155,-0.065
5.384,-0.205,-0.06
5.386,-0.215,-0.055
5.388,-0.08,-0.05
5.39,-0.085,-0.05
5.392,-0.1,-0.05
5.394,-0.15,-0.055
5.396,-0.155,-0.06
5.398,-0.125,-0.065
5.4,-0.17,-0.07
5.402,-0.21,-0.08
5.404,-0.165,-0.085
5.406,-0.16,-0.09
5.408,-0.18,-0.095
5.41,-0.155,-0.095
5.412,-0.125,-0.095
5.414,-0.16,-0.09
5.416,-0.165,-0.085
5.418,-0.205,-0.08
5.42,-0.16,-0.075
5.422,-0.195,-0.07
5.424,-0.115,-0.07
5.426,-0.145,-0.07
5.428,-0.15,-0.075
5.43,-0.165,-0.075
5.432,-0.14,-0.075
5.434,-0.17,-0.08
5.436,-0.18,-0.08
5.438,-0.13,-0.075
5.44,-0.14,-0.075
5.442,-0.145,-0.075
5.444,-0.17,-0.075
5.446,-0.19,-0.08
5.448,-0.19,-0.085
5.45,-0.195,-0.095
5.452,-0.175,-0.1
5.454,-0.13,-0.105
5.456,-0.17,-0.11
5.458,-0.18,-0.11
5.46,-0.175,-0.11
5.462,-0.185,-0.11
5.464,-0.22,-0.105
5.466,-0.175,-0.1
5.468,-0.14,-0.1
5.47,-0.18,-0.095
5.472,-0.115,-0.095
5.474,-0.19,-0.095
5.476,-0.165,-0.095
5.478,-0.145,-0.09
5.48,-0.21,-0.085
5.482,-0.145,-0.07
5.484,-0.11,-0.055
5.486,-0.07,-0.025
5.488,-0.04,0.015
5.49,0.005,0.06
5.492,0.055,0.12
5.494,0.145,0.195
5.496,0.245,0.275
5.498,0.28,0.355
5.5,0.335,0.435
5.502,0.455,0.5
5.504,0.54,0.545
5.506,0.58,0.56
5.508,0.52,0.54
5.51,0.38,0.48
5.512,0.325,0.39
5.514,0.18,0.27
5.516,0.02,0.135
5.518,-0.145,0.005
5.52,-0.245,-0.115
5.522,-0.35,-0.21
5.524,-0.385,-0.28
5.526,-0.375,-0.31
5.528,-0.345,-0.315
5.53,-0.33,-0.295
5.532,-0.275,-0.26
5.534,-0.295,-0.225
5.536,-0.32,-0.185
5.538,-0.235,-0.155
5.54,-0.185,-0.135
5.542,-0.19,-0.12
5.544,-0.22,-0.115
5.546,-0.18,-0.11
5.548,-0.155,-0.105
5.55,-0.16,-0.1
5.552,-0.12,-0.095
5.554,-0.115,-0.085
5.556,-0.17,-0.08
5.558,-0.14,-0.075
5.56,-0.175,-0.075
5.562,-0.17,-0.075
5.564,-0.19,-0.08
5.566,-0.175,-0.09
5.568,-0.14,-0.09
5.57,-0.115,-0.095
5.572,-0.075,-0.095
5.574,-0.12,-0.09
5.576,-0.155,-0.08
5.578,-0.18,-0.075
5.58,-0.16,-0.07
5.582,-0.14,-0.065
5.584,-0.14,-0.065
5.586,-0.175,-0.065
5.588,-0.155,-0.07
5.59,-0.11,-0.07
5.592,-0.09,-0.07
5.594,-0.125,-0.07
5.596,-0.09,-0.065
5.598,-0.1,-0.055
5.6,-0.16,-0.05
5.602,-0.13,-0.045
5.604,-0.12,-0.045
5.606,-0.145,-0.045
5.608,-0.19,-0.045
5.61,-0.11,-0.05
5.612,-0.09,-0.05
5.614,-0.075,-0.05
5.616,-0.11,-0.05
5.618,-0.09,-0.05
5.62,-0.085,-0.045
5.622,-0.155,-0.04
5.624,-0.155,-0.035
5.626,-0.165,-0.035
5.628,-0.085,-0.035
5.63,-0.055,-0.04
5.632,-0.09,-0.04
5.634,-0.115,-0.045
5.636,-0.115,-0.04
5.638,-0.095,-0.035
5.64,-0.15,-0.03
5.642,-0.07,-0.02
5.644,-0.07,-0.01
5.646,-0.07,0.0
5.648,-0.09,0.005
5.65,-0.07,0.005
5.652,-0.075,0.0
5.654,-0.065,0.0
5.656,-0.05,-0.005
5.658,-0.08,-0.005
5.66,-0.065,-0.005
5.662,-0.03,0.005
5.664,-0.035,0.015
5.666,-0.08,0.03
5.668,0.005,0.045
5.67,-0.015,0.06
5.672,-0.065,0.075
5.674,-0.015,0.085
5.676,0.04,0.09
5.678,0.045,0.095
5.68,0.07,0.1
5.682,0.09,0.105
5.684,0.06,0.11
5.686,0.045,0.115
5.688,0.03,0.12
5.69,0.04,0.125
5.692,0.065,0.13
5.694,0.07,0.135
5.696,0.05,0.14
5.698,0.065,0.145
5.7,0.065,0.15
5.702,0.09,0.155
5.704,0.09,0.165
5.706,0.11,0.18
5.708,0.165,0.195
5.71,0.18,0.21
5.712,0.155,0.22
5.714,0.11,0.23
5.716,0.145,0.23
5.718,0.19,0.23
5.72,0.14,0.22
5.722,0.155,0.205
5.724,0.09,0.19
5.726,0.12,0.18
5.728,0.105,0.17
5.73,0.11,0.17
5.732,0.12,0.17
5.734,0.12,0.175
5.736,0.11,0.185
5.738,0.13,0.19
5.74,0.115,0.19
5.742,0.085,0.185
5.744,0.085,0.175
5.746,0.07,0.16
5.748,0.065,0.14
5.75,0.04,0.115
5.752,-0.015,0.095
5.754,-0.025,0.07
5.756,-0.005,0.055
5.758,-0.015,0.045
5.76,-0.03,0.04
5.762,-0.085,0.04
5.764,-0.035,0.04
5.766,-0.03,0.04
5.768,-0.08,0.035
5.77,-0.03,0.03
5.772,-0.03,0.025
5.774,-0.07,0.01
5.776,-0.04,-0.005
5.778,-0.095,-0.015
5.78,-0.14,-0.03
5.782,-0.12,-0.04
5.784,-0.12,-0.04
5.786,-0.135,-0.04
5.788,-0.13,-0.04
5.79,-0.125,-0.035
5.792,-0.065,-0.025
5.794,-0.065,-0.025
5.796,-0.1,-0.025
5.798,-0.105,-0.025
5.8,-0.095,-0.03
5.802,-0.015,-0.035
5.804,-0.155,-0.045
5.806,-0.15,-0.05
5.808,-0.165,-0.05
5.81,-0.095,-0.055
5.812,-0.08,-0.05
5.814,-0.095,-0.045
5.816,-0.145,-0.04
5.818,-0.12,-0.04
5.82,-0.14,-0.035
5.822,-0.155,-0.035
5.824,-0.07,-0.035
5.826,-0.115,-0.04
5.828,-0.115,-0.045
5.83,-0.125,-0.05
5.832,-0.12,-0.055
5.834,-0.115,-0.06
5.836,-0.19,-0.065
5.838,-0.105,-0.07
5.84,-0.09,-0.07
5.842,-0.13,-0.07
5.844,-0.125,-0.07
5.846,-0.125,-0.065
5.848,-0.125,-0.06
5.85,-0.18,-0.055
5.852,-0.075,-0.05
5.854,-0.135,-0.045
5.856,-0.105,-0.045
5.858,-0.135,-0.045
5.86,-0.135,-0.045
5.862,-0.155,-0.05
5.864,-0.12,-0.055
5.866,-0.09,-0.06
5.868,-0.135,-0.065
5.87,-0.12,-0.065
5.872,-0.13,-0.065
5.874,-0.155,-0.065
5.876,-0.145,-0.06
5.878,-0.17,-0.055
5.88,-0.1,-0.05
5.882,-0.145,-0.045
5.884,-0.1,-0.04
5.886,-0.055,-0.035
5.888,-0.08,-0.025
5.89,-0.105,-0.025
5.892,-0.09,-0.02
5.894,-0.055,-0.02
5.896,-0.08,-0.02
5.898,-0.16,-0.025
5.9,-0.14,-0.035
5.902,-0.09,-0.04
5.904,-0.12,-0.045
5.906,-0.08,-0.05
5.908,-0.1,-0.05
5.91,-0.095,-0.045
5.912,-0.105,-0.04
5.914,-0.095,-0.035
5.916,-0.045,-0.025
5.918,-0.105,-0.02
5.92,-0.14,-0.02
5.922,-0.105,-0.025
5.924,-0.14,-0.03
5.926,-0.125,-0.035
5.928,-0.12,-0.04
5.93,-0.135,-0.045
5.932,-0.095,-0.045
5.934,-0.075,-0.04
5.936,-0.09,-0.03
5.938,-0.09,-0.02
5.94,-0.04,-0.01
5.942,-0.07,-0.005
5.944,-0.07,-0.005
5.946,-0.1,-0.01
5.948,-0.095,-0.015
5.95,-0.125,-0.02
5.952,-0.115,-0.02
5.954,-0.145,-0.02
5.956,-0.07,-0.015
5.958,-0.02,-0.005
5.96,-0.03,0.01
5.962,-0.025,0.025
5.964,-0.07,0.035
5.966,-0.01,0.045
5.968,0.03,0.05
5.97,-0.01,0.05
5.972,-0.11,0.04
5.974,-0.065,0.03
5.976,-0.04,0.015
5.978,-0.045,0.005
5.98,-0.065,-0.005
5.982,-0.05,-0.01
5.984,-0.05,-0.01
5.986,-0.095,-0.01
5.988,-0.07,-0.01
5.99,-0.13,-0.015
5.992,-0.08,-0.02
5.994,-0.085,-0.03
5.996,-0.17,-0.04
5.998,-0.14,-0.055
6.0,-0.13,-0.065
6.002,-0.125,-0.07
6.004,-0.15,-0.07
6.006,-0.145,-0.07
6.008,-0.11,-0.065
6.01,-0.13,-0.06
6.012,-0.145,-0.06
6.014,-0.16,-0.06
6.016,-0.2,-0.07
6.018,-0.14,-0.075
6.02,-0.125,-0.085
6.022,-0.185,-0.095
6.024,-0.205,-0.095
6.026,-0.17,-0.095
6.028,-0.11,-0.09
6.03,-0.12,-0.08
6.032,-0.135,-0.065
6.034,-0.215,-0.06
6.036,-0.14,-0.055
6.038,-0.07,-0.055
6.04,-0.085,-0.065
6.042,-0.2,-0.075
6.044,-0.195,-0.09
6.046,-0.15,-0.1
6.048,-0.18,-0.105
6.05,-0.185,-0.105
6.052,-0.235,-0.1
6.054,-0.14,-0.09
6.056,-0.15,-0.08
6.058,-0.135,-0.075
6.06,-0.14,-0.07
6.062,-0.135,-0.07
6.064,-0.145,-0.07
6.066,-0.14,-0.075
6.068,-0.185,-0.085
6.07,-0.165,-0.085
6.072,-0.18,-0.09
6.074,-0.145,-0.09
6.076,-0.085,-0.09
6.078,-0.145,-0.09
6.08,-0.18,-0.09
6.082,-0.18,-0.095
6.084,-0.185,-0.1
6.086,-0.17,-0.105
6.088,-0.21,-0.115
6.09,-0.235,-0.12
6.092,-0.195,-0.12
6.094,-0.155,-0.12
6.096,-0.15,-0.115
6.098,-0.115,-0.105
6.1,-0.165,-0.1
6.102,-0.175,-0.09
6.104,-0.215,-0.085
6.106,-0.165,-0.08
6.108,-0.16,-0.075
6.11,-0.13,-0.07
6.112,-0.075,-0.065
6.114,-0.125,-0.055
6.116,-0.1,-0.035
6.118,-0.045,-0.005
6.12,-0.035,0.04
6.122,0.02,0.095
6.124,0.105,0.16
6.126,0.175,0.235
6.128,0.26,0.31
6.13,0.38,0.385
6.132,0.405,0.45
6.134,0.4,0.5
6.136,0.505,0.52
6.138,0.535,0.515
6.14,0.41,0.48
6.142,0.38,0.415
6.144,0.225,0.32
6.146,0.045,0.205
6.148,0.01,0.085
6.15,-0.095,-0.03
6.152,-0.195,-0.135
6.154,-0.405,-0.215
6.156,-0.415,-0.27
6.158,-0.37,-0.295
6.16,-0.315,-0.295
6.162,-0.27,-0.275
6.164,-0.29,-0.25
6.166,-0.28,-0.215
6.168,-0.27,-0.185
6.17,-0.2,-0.16
6.172,-0.245,-0.14
6.174,-0.195,-0.13
6.176,-0.225,-0.12
6.178,-0.23,-0.105
6.18,-0.08,-0.09
6.182,-0.11,-0.075
6.184,-0.14,-0.055
6.186,-0.16,-0.04
6.188,-0.12,-0.03
6.19,-0.115,-0.03
6.192,-0.115,-0.035
6.194,-0.11,-0.055
6.196,-0.065,-0.075
6.198,-0.215,-0.095
6.2,-0.195,-0.11
6.202,-0.175,-0.12
6.204,-0.155,-0.115
6.206,-0.165,-0.105
6.208,-0.165,-0.085
6.21,-0.105,-0.065
6.212,-0.095,-0.05
6.214,-0.09,-0.04
6.216,-0.055,-0.035
6.218,-0.065,-0.04
6.22,-0.195,-0.055
6.222,-0.205,-0.07
6.224,-0.125,-0.085
6.226,-0.12,-0.09
6.228,-0.115,-0.09
6.23,-0.07,-0.085
6.232,-0.155,-0.07
6.234,-0.135,-0.055
6.236,-0.125,-0.04
6.238,-0.135,-0.03
6.24,-0.07,-0.025
6.242,-0.09,-0.03
6.244,-0.125,-0.03
6.246,-0.135,-0.04
6.248,-0.14,-0.045
6.25,-0.13,-0.045
6.252,-0.11,-0.045
6.254,-0.095,-0.04
6.256,-0.025,-0.03
6.258,-0.035,-0.025
6.26,-0.055,-0.02
6.262,-0.16,-0.015
6.264,-0.155,-0.02
6.266,-0.11,-0.025
6.268,-0.065,-0.03
6.27,-0.02,-0.035
6.272,-0.085,-0.04
6.274,-0.07,-0.035
6.276,-0.08,-0.025
6.278,-0.1,-0.015
6.28,-0.04,0.005
6.282,-0.035,0.02
6.284,-0.075,0.035
6.286,0.0,0.05
6.288,0.025,0.055
6.29,-0.025,0.055
6.292,-0.005,0.055
6.294,-0.015,0.045
6.296,-0.035,0.04
6.298,-0.065,0.035
6.3,-0.04,0.035
6.302,-0.02,0.04
6.304,-0.025,0.05
6.306,-0.005,0.06
6.308,0.005,0.08
6.31,0.045,0.095
6.312,0.08,0.11
6.314,0.075,0.125
6.316,0.095,0.14
6.318,0.085,0.145
6.32,0.1,0.155
6.322,0.08,0.16
6.324,0.095,0.165
6.326,0.07,0.165
6.328,0.085,0.17
6.33,0.15,0.175
6.332,0.135,0.18
6.334,0.15,0.185
6.336,0.165,0.185
6.338,0.095,0.19
6.34,0.11,0.195
6.342,0.13,0.2
6.344,0.105,0.205
6.346,0.15,0.21
6.348,0.22,0.215
6.35,0.15,0.22
6.352,0.15,0.225
6.354,0.105,0.23
6.356,0.165,0.235
6.358,0.15,0.24
6.36,0.15,0.24
6.362,0.18,0.235
6.364,0.18,0.225
6.366,0.13,0.215
6.368,0.155,0.205
6.37,0.165,0.19
6.372,0.115,0.18
6.374,0.115,0.17
6.376,0.08,0.16
6.378,0.075,0.155
6.38,0.065,0.15
6.382,0.055,0.145
6.384,0.035,0.14
6.386,0.02,0.125
6.388,0.03,0.11
6.39,0.025,0.095
6.392,0.025,0.075
6.394,-0.05,0.055
6.396,-0.055,0.035
6.398,-0.04,0.02
6.4,-0.045,0.01
6.402,-0.075,0.005
6.404,-0.07,0.005
6.406,-0.08,0.0
6.408,-0.08,0.0
6.41,-0.08,0.0
6.412,-0.115,-0.005
6.414,-0.135,-0.01
6.416,-0.06,-0.015
6.418,-0.06,-0.02
6.42,-0.08,-0.025
6.422,-0.115,-0.025
6.424,-0.095,-0.03
6.426,-0.12,-0.03
6.428,-0.1,-0.03
6.43,-0.04,-0.03
6.432,-0.1,-0.035
6.434,-0.125,-0.035
6.436,-0.12,-0.045
6.438,-0.12,-0.05
6.44,-0.07,-0.055
6.442,-0.12,-0.06
6.444,-0.11,-0.06
6.446,-0.14,-0.06
6.448,-0.15,-0.06
6.45,-0.115,-0.055
6.452,-0.07,-0.05
6.454,-0.115,-0.045
6.456,-0.12,-0.04
6.458,-0.115,-0.04
6.46,-0.09,-0.04
6.462,-0.1,-0.045
6.464,-0.09,-0.045
6.466,-0.155,-0.05
6.468,-0.105,-0.05
6.47,-0.1,-0.05
6.472,-0.085,-0.05
6.474,-0.095,-0.05
6.476,-0.1,-0.045
6.478,-0.125,-0.045
6.48,-0.15,-0.045
6.482,-0.155,-0.045
6.484,-0.1,-0.045
6.486,-0.095,-0.045
6.488,-0.065,-0.045
6.49,-0.1,-0.04
6.492,-0.11,-0.04
6.494,-0.13,-0.035
6.496,-0.16,-0.035
6.498,-0.13,-0.035
6.5,-0.09,-0.035
6.502,-0.09,-0.035
6.504,-0.065,-0.04
6.506,-0.1,-0.04
6.508,-0.105,-0.045
6.51,-0.09,-0.04
6.512,-0.12,-0.035
6.514,-0.115,-0.025
6.516,-0.125,-0.02
6.518,-0.07,-0.01
6.52,-0.09,-0.005
6.522,-0.075,-0.005
6.524,-0.07,-0.01
6.526,-0.075,-0.015
6.528,-0.145,-0.03
6.53,-0.09,-0.04
6.532,-0.125,-0.05
6.534,-0.12,-0.055
6.536,-0.1,-0.06
6.538,-0.12,-0.055
6.54,-0.105,-0.045
6.542,-0.085,-0.04
6.544,-0.095,-0.03
6.546,-0.085,-0.025
6.548,-0.045,-0.025
6.55,-0.09,-0.03
6.552,-0.175,-0.04
6.554,-0.14,-0.045
6.556,-0.145,-0.05
6.558,-0.075,-0.055
6.56,-0.125,-0.05
6.562,-0.105,-0.045
6.564,-0.05,-0.04
6.566,-0.1,-0.03
6.568,-0.055,-0.025
6.57,-0.1,-0.025
6.572,-0.135,-0.025
6.574,-0.145,-0.03
6.576,-0.15,-0.04
6.578,-0.06,-0.045
6.58,-0.13,-0.045
6.582,-0.095,-0.045
6.584,-0.09,-0.04
6.586,-0.055,-0.035
6.588,-0.085,-0.025
6.59,-0.09,-0.015
6.592,-0.075,-0.01
6.594,-0.095,-0.005
6.596,-0.085,-0.005
6.598,-0.075,-0.01
6.6,-0.035,-0.015
6.602,-0.1,-0.02
6.604,-0.08,-0.025
6.606,-0.075,-0.025
6.608,-0.085,-0.025
6.61,-0.065,-0.02
6.612,-0.055,-0.015
6.614,-0.06,-0.005
6.616,-0.105,0.0
6.618,-0.04,0.01
6.62,-0.015,0.02
6.622,-0.04,0.03
6.624,-0.085,0.04
6.626,-0.01,0.045
6.628,0.025,0.05
6.63,-0.005,0.05
6.632,0.025,0.05
6.634,-0.04,0.045
6.636,-0.075,0.04
6.638,-0.025,0.035
6.64,-0.055,0.035
6.642,-0.05,0.03
6.644,-0.045,0.03
6.646,-0.035,0.03
6.648,-0.035,0.03
6.65,-0.06,0.02
6.652,-0.08,0.01
6.654,-0.085,-0.01
6.656,-0.05,-0.03
6.658,-0.175,-0.055
6.66,-0.155,-0.075
6.662,-0.125,-0.09
6.664,-0.14,-0.095
6.666,-0.12,-0.095
6.668,-0.135,-0.09
6.67,-0.155,-0.08
6.672,-0.095,-0.065
6.674,-0.09,-0.055
6.676,-0.135,-0.05
6.678,-0.135,-0.05
6.68,-0.13,-0.055
6.682,-0.15,-0.065
6.684,-0.18,-0.08
6.686,-0.16,-0.085
6.688,-0.145,-0.095
6.69,-0.14,-0.095
6.692,-0.1,-0.095
6.694,-0.17,-0.09
6.696,-0.145,-0.085
6.698,-0.16,-0.085
6.7,-0.145,-0.085
6.702,-0.19,-0.085
6.704,-0.16,-0.09
6.706,-0.18,-0.095
6.708,-0.175,-0.095
6.71,-0.15,-0.09
6.712,-0.12,-0.085
6.714,-0.1,-0.075
6.716,-0.115,-0.06
6.718,-0.06,-0.05
6.72,-0.125,-0.045
6.722,-0.16,-0.045
6.724,-0.155,-0.05
6.726,-0.14,-0.06
6.728,-0.135,-0.07
6.73,-0.155,-0.085
6.732,-0.12,-0.095
6.734,-0.135,-0.1
6.736,-0.18,-0.1
6.738,-0.18,-0.1
6.74,-0.18,-0.095
6.742,-0.125,-0.09
6.744,-0.15,-0.08
6.746,-0.11,-0.075
6.748,-0.155,-0.07
6.75,-0.155,-0.065
6.752,-0.14,-0.065
6.754,-0.11,-0.06
6.756,-0.105,-0.06
6.758,-0.115,-0.06
6.76,-0.15,-0.065
6.762,-0.18,-0.065
6.764,-0.19,-0.07
6.766,-0.145,-0.075
6.768,-0.16,-0.075
6.77,-0.14,-0.08
6.772,-0.13,-0.085
6.774,-0.185,-0.08
6.776,-0.105,-0.075
6.778,-0.105,-0.065
6.78,-0.15,-0.05
6.782,-0.11,-0.03
6.784,-0.045,0.0
6.786,-0.04,0.04
6.788,0.035,0.09
6.79,0.12,0.15
6.792,0.19,0.22
6.794,0.26,0.3
6.796,0.37,0.385
6.798,0.43,0.46
6.8,0.465,0.525
6.802,0.505,0.565
6.804,0.53,0.575
6.806,0.515,0.55
6.808,0.47,0.49
6.81,0.38,0.4
6.812,0.205,0.285
6.814,0.055,0.155
6.816,-0.08,0.03
6.818,-0.225,-0.085
6.82,-0.36,-0.175
6.822,-0.36,-0.24
6.824,-0.325,-0.275
6.826,-0.275,-0.285
6.828,-0.295,-0.27
6.83,-0.28,-0.245
6.832,-0.25,-0.215
6.834,-0.25,-0.185
6.836,-0.25,-0.155
6.838,-0.19,-0.135
6.84,-0.175,-0.125
6.842,-0.195,-0.115
6.844,-0.15,-0.105
6.846,-0.16,-0.1
6.848,-0.115,-0.095
6.85,-0.155,-0.085
6.852,-0.15,-0.075
6.854,-0.125,-0.065
6.856,-0.165,-0.055
6.858,-0.095,-0.045
6.86,-0.1,-0.045
6.862,-0.055,-0.045
6.864,-0.1,-0.045
6.866,-0.095,-0.055
6.868,-0.185,-0.06
6.87,-0.19,-0.07
6.872,-0.155,-0.075
6.874,-0.145,-0.075
6.876,-0.11,-0.075
6.878,-0.09,-0.065
6.88,-0.075,-0.055
6.882,-0.065,-0.045
6.884,-0.09,-0.03
6.886,-0.065,-0.02
6.888,-0.11,-0.02
6.89,-0.165,-0.02
6.892,-0.12,-0.025
6.894,-0.08,-0.035
6.896,-0.1,-0.04
6.898,-0.095,-0.05
6.9,-0.125,-0.055
6.902,-0.11,-0.055
6.904,-0.06,-0.05
6.906,-0.115,-0.045
6.908,-0.12,-0.035
6.91,-0.115,-0.03
6.912,-0.065,-0.03
6.914,-0.025,-0.025
6.916,-0.11,-0.025
6.918,-0.115,-0.025
6.92,-0.1,-0.025
6.922,-0.08,-0.025
6.924,-0.04,-0.02
6.926,-0.04,-0.01
6.928,-0.065,0.0
6.93,-0.075,0.005
6.932,-0.025,0.01
6.934,-0.03,0.01
6.936,-0.07,0.01
6.938,-0.135,0.005
6.94,-0.095,0.0
6.942,-0.055,-0.005
6.944,-0.05,-0.01
6.946,-0.055,-0.01
6.948,-0.11,0.0
6.95,-0.03,0.005
6.952,-0.045,0.02
6.954,-0.045,0.03
6.956,-0.015,0.045
6.958,-0.025,0.055
6.96,0.015,0.065
6.962,0.015,0.07
6.964,0.03,0.075
6.966,0.02,0.08
6.968,0.01,0.085
6.97,0.035,0.085
6.972,0.055,0.09
6.974,0.025,0.095
6.976,0.04,0.1
6.978,0.055,0.1
6.98,0.055,0.105
6.982,0.045,0.11
6.984,0.05,0.115
6.986,0.085,0.12
6.988,0.06,0.125
6.99,0.065,0.135
6.992,0.055,0.145
6.994,0.09,0.155
6.996,0.135,0.17
6.998,0.16,0.18
7.0,0.125,0.19
7.002,0.16,0.2
7.004,0.14,0.21
7.006,0.12,0.22
7.008,0.115,0.225
7.01,0.19,0.235
7.012,0.215,0.24
7.014,0.2,0.24
7.016,0.18,0.24
7.018,0.185,0.24
7.02,0.195,0.24
7.022,0.165,0.235
7.024,0.175,0.23
7.026,0.155,0.225
7.028,0.155,0.22
7.03,0.13,0.215
7.032,0.09,0.21
7.034,0.125,0.205
7.036,0.22,0.2
7.038,0.155,0.2
7.04,0.135,0.195
7.042,0.115,0.19
7.044,0.095,0.18
7.046,0.05,0.17
7.048,0.085,0.155
7.05,0.105,0.14
7.052,0.085,0.12
7.054,0.05,0.095
7.056,0.05,0.075
7.058,-0.04,0.06
7.06,-0.04,0.04
7.062,-0.035,0.03
7.064,-0.015,0.02
7.066,-0.045,0.015
7.068,-0.05,0.015
7.07,-0.02,0.01
7.072,-0.06,0.01
7.074,-0.04,0.005
7.076,-0.055,0.0
7.078,-0.115,0.0
7.08,-0.06,-0.005
7.082,-0.135,-0.005
7.084,-0.06,-0.005
7.086,-0.05,-0.005
7.088,-0.065,0.0
7.09,-0.04,0.005
7.092,-0.04,0.005
7.094,-0.075,0.01
7.096,-0.09,0.005
7.098,-0.07,0.005
7.1,-0.095,-0.005
7.102,-0.1,-0.01
7.104,-0.075,-0.02
7.106,-0.07,-0.03
7.108,-0.07,-0.04
7.11,-0.165,-0.045
7.112,-0.125,-0.05
7.114,-0.07,-0.05
7.116,-0.135,-0.05
7.118,-0.1,-0.05
7.12,-0.115,-0.05
7.122,-0.125,-0.045
7.124,-0.11,-0.04
7.126,-0.135,-0.035
7.128,-0.085,-0.03
7.13,-0.075,-0.03
7.132,-0.075,-0.03
7.134,-0.125,-0.025
7.136,-0.11,-0.03
7.138,-0.105,-0.03
7.14,-0.095,-0.03
7.142,-0.09,-0.035
7.144,-0.08,-0.035
7.146,-0.035,-0.03
7.148,-0.085,-0.03
