time_sec,ECG_II,ECG_II_filtered
5.098,0.095,0.12
5.1,0.14,0.12
5.102,0.185,0.125
5.104,0.215,0.13
5.106,0.22,0.135
5.108,0.21,0.14
5.11,0.22,0.145
5.112,0.17,0.15
5.114,0.17,0.155
5.116,0.18,0.155
5.118,0.195,0.15
5.12,0.19,0.145
5.122,0.17,0.14
5.124,0.17,0.13
5.126,0.145,0.12
5.128,0.13,0.105
5.13,0.11,0.09
5.132,0.07,0.075
5.134,0.085,0.06
5.136,0.105,0.045
5.138,0.065,0.035
5.14,0.045,0.025
5.142,0.065,0.02
5.144,0.1,0.02
5.146,0.09,0.02
5.148,0.06,0.02
5.15,0.04,0.02
5.152,0.04,0.015
5.154,0.035,0.01
5.156,0.03,0.0
5.158,0.01,-0.01
5.16,0.005,-0.02
5.162,0.015,-0.03
5.164,-0.01,-0.04
5.166,0.01,-0.045
5.168,0.01,-0.045
5.17,0.01,-0.05
5.172,0.035,-0.045
5.174,0.035,-0.045
5.176,-0.015,-0.045
5.178,-0.01,-0.045
5.18,0.005,-0.045
5.182,0.005,-0.05
5.184,0.015,-0.05
5.186,0.005,-0.055
5.188,0.01,-0.055
5.19,-0.03,-0.055
5.192,-0.05,-0.055
5.194,-0.025,-0.05
5.196,-0.005,-0.045
5.198,0.04,-0.035
5.2,0.035,-0.025
5.202,0.07,-0.02
5.204,0.015,-0.015
5.206,0.035,-0.015
5.208,0.05,-0.02
5.21,0.045,-0.03
5.212,0.0,-0.035
5.214,0.0,-0.045
5.216,-0.04,-0.055
5.218,-0.035,-0.06
5.22,0.0,-0.06
5.222,0.005,-0.055
5.224,0.035,-0.045
5.226,0.03,-0.035
5.228,0.015,-0.03
5.23,0.03,-0.025
5.232,0.035,-0.02
5.234,0.05,-0.02
5.236,0.03,-0.025
5.238,0.035,-0.025
5.24,-0.01,-0.035
5.242,-0.045,-0.035
5.244,-0.02,-0.04
5.246,0.035,-0.04
5.248,0.03,-0.04
5.25,0.03,-0.04
5.252,-0.02,-0.04
5.254,-0.01,-0.04
5.256,-0.02,-0.045
5.258,-0.01,-0.045
5.26,-0.015,-0.045
5.262,-0.015,-0.045
5.264,0.02,-0.045
5.266,0.02,-0.04
5.268,0.01,-0.035
5.27,-0.02,-0.035
5.272,-0.005,-0.03
5.274,-0.005,-0.025
5.276,0.0,-0.025
5.278,0.035,-0.03
5.28,0.02,-0.03
5.282,0.02,-0.035
5.284,0.025,-0.035
5.286,0.005,-0.03
5.288,0.015,-0.03
5.29,0.045,-0.02
5.292,0.06,-0.015
5.294,0.025,-0.01
5.296,0.06,-0.005
5.298,0.045,-0.01
5.3,0.04,-0.01
5.302,0.05,-0.02
5.304,0.01,-0.025
5.306,-0.015,-0.035
5.308,-0.005,-0.04
5.31,-0.005,-0.045
5.312,0.005,-0.045
5.314,0.03,-0.04
5.316,0.025,-0.04
5.318,0.01,-0.035
5.32,0.025,-0.035
5.322,0.01,-0.04
5.324,-0.02,-0.045
5.326,-0.045,-0.055
5.328,-0.095,-0.06
5.33,-0.07,-0.065
5.332,0.02,-0.07
5.334,0.025,-0.065
5.336,0.045,-0.06
5.338,0.035,-0.05
5.34,0.035,-0.04
5.342,0.03,-0.03
5.344,0.01,-0.02
5.346,0.025,-0.015
5.348,0.01,-0.015
5.35,-0.015,-0.02
5.352,0.045,-0.025
5.354,0.065,-0.035
5.356,-0.01,-0.05
5.358,-0.01,-0.055
5.36,0.005,-0.06
5.362,0.005,-0.06
5.364,0.0,-0.055
5.366,0.015,-0.05
5.368,0.025,-0.04
5.37,0.02,-0.035
5.372,0.005,-0.03
5.374,-0.01,-0.025
5.376,-0.01,-0.02
5.378,0.0,-0.02
5.38,0.02,-0.025
5.382,0.07,-0.025
5.384,0.075,-0.025
5.386,0.045,-0.02
5.388,0.03,-0.015
5.39,0.02,-0.01
5.392,0.075,-0.005
5.394,0.08,0.0
5.396,0.045,0.005
5.398,0.01,0.005
5.4,0.005,-0.005
5.402,-0.005,-0.01
5.404,0.025,-0.02
5.406,0.06,-0.03
5.408,0.035,-0.04
5.41,0.01,-0.05
5.412,-0.02,-0.05
5.414,-0.02,-0.055
5.416,0.0,-0.055
5.418,-0.005,-0.055
5.42,-0.055,-0.055
5.422,0.0,-0.055
5.424,0.02,-0.06
5.426,-0.03,-0.065
5.428,-0.01,-0.075
5.43,0.015,-0.08
5.432,0.02,-0.08
5.434,0.005,-0.08
5.436,-0.01,-0.075
5.438,-0.025,-0.065
5.44,-0.005,-0.06
5.442,0.005,-0.05
5.444,0.01,-0.045
5.446,0.005,-0.04
5.448,0.005,-0.04
5.45,0.01,-0.04
5.452,0.005,-0.045
5.454,-0.025,-0.05
5.456,-0.02,-0.055
5.458,-0.025,-0.06
5.46,-0.03,-0.06
5.462,-0.005,-0.06
5.464,-0.01,-0.06
5.466,-0.02,-0.06
5.468,-0.03,-0.065
5.47,-0.045,-0.065
5.472,-0.04,-0.07
5.474,-0.005,-0.07
5.476,-0.04,-0.075
5.478,-0.025,-0.075
5.48,0.035,-0.075
5.482,0.015,-0.07
5.484,-0.025,-0.065
5.486,-0.045,-0.06
5.488,-0.04,-0.055
5.49,0.01,-0.055
5.492,0.0,-0.055
5.494,-0.01,-0.06
5.496,-0.055,-0.065
5.498,-0.085,-0.065
5.5,-0.03,-0.065
5.502,0.035,-0.05
5.504,0.09,-0.02
5.506,0.11,0.025
5.508,0.13,0.09
5.51,0.205,0.165
5.512,0.305,0.25
5.514,0.37,0.335
5.516,0.5,0.41
5.518,0.57,0.475
5.52,0.645,0.51
5.522,0.565,0.525
5.524,0.565,0.51
5.526,0.52,0.47
5.528,0.39,0.405
5.53,0.295,0.33
5.532,0.255,0.245
5.534,0.225,0.16
5.536,0.17,0.075
5.538,0.05,0.0
5.54,-0.07,-0.06
5.542,-0.16,-0.115
5.544,-0.14,-0.155
5.546,-0.135,-0.185
5.548,-0.16,-0.2
5.55,-0.155,-0.21
5.552,-0.145,-0.21
5.554,-0.12,-0.2
5.556,-0.105,-0.18
5.558,-0.12,-0.16
5.56,-0.105,-0.14
5.562,-0.08,-0.12
5.564,-0.025,-0.1
5.566,-0.045,-0.085
5.568,-0.015,-0.075
5.57,-0.03,-0.065
5.572,-0.015,-0.06
5.574,0.0,-0.06
5.576,-0.01,-0.06
5.578,-0.02,-0.055
5.58,-0.04,-0.05
5.582,-0.035,-0.045
5.584,0.04,-0.04
5.586,0.03,-0.035
5.588,-0.01,-0.035
5.59,-0.02,-0.035
5.592,-0.015,-0.04
5.594,-0.01,-0.045
5.596,-0.005,-0.05
5.598,0.0,-0.055
5.6,-0.02,-0.06
5.602,-0.01,-0.06
5.604,0.005,-0.055
5.606,-0.015,-0.05
5.608,0.0,-0.045
5.61,0.04,-0.04
5.612,0.04,-0.035
5.614,0.01,-0.03
5.616,0.01,-0.03
5.618,0.015,-0.03
5.62,0.035,-0.03
5.622,0.015,-0.03
5.624,-0.015,-0.03
5.626,0.005,-0.03
5.628,0.0,-0.025
5.63,-0.005,-0.02
5.632,0.025,-0.01
5.634,0.03,-0.005
5.636,0.045,-0.005
5.638,0.055,0.0
5.64,0.08,-0.005
5.642,0.03,-0.01
5.644,0.03,-0.015
5.646,0.02,-0.02
5.648,0.035,-0.025
5.65,0.01,-0.03
5.652,0.005,-0.03
5.654,0.03,-0.025
5.656,0.04,-0.02
5.658,0.02,-0.015
5.66,0.01,-0.005
5.662,0.045,0.0
5.664,0.03,0.0
5.666,0.02,0.0
5.668,0.025,0.0
5.67,0.05,-0.005
5.672,0.025,-0.01
5.674,0.015,-0.01
5.676,0.05,-0.01
5.678,0.06,-0.005
5.68,0.085,0.005
5.682,0.075,0.015
5.684,0.055,0.025
5.686,0.04,0.035
5.688,0.1,0.045
5.69,0.095,0.05
5.692,0.06,0.055
5.694,0.075,0.055
5.696,0.11,0.055
5.698,0.1,0.06
5.7,0.1,0.06
5.702,0.125,0.065
5.704,0.125,0.07
5.706,0.1,0.075
5.708,0.125,0.085
5.71,0.135,0.09
5.712,0.15,0.095
5.714,0.135,0.1
5.716,0.13,0.1
5.718,0.135,0.1
5.72,0.12,0.1
5.722,0.135,0.105
5.724,0.15,0.105
5.726,0.14,0.11
5.728,0.175,0.115
5.73,0.17,0.125
5.732,0.19,0.135
5.734,0.175,0.14
5.736,0.165,0.145
5.738,0.175,0.145
5.74,0.175,0.145
5.742,0.16,0.14
5.744,0.15,0.135
5.746,0.17,0.13
5.748,0.16,0.125
5.75,0.14,0.12
5.752,0.125,0.12
5.754,0.14,0.12
5.756,0.145,0.12
5.758,0.135,0.12
5.76,0.16,0.115
5.762,0.145,0.105
5.764,0.135,0.095
5.766,0.13,0.08
5.768,0.085,0.06
5.77,0.045,0.045
5.772,0.055,0.025
5.774,-0.005,0.015
5.776,0.02,0.005
5.778,0.095,0.0
5.78,0.07,-0.005
5.782,0.03,-0.005
5.784,-0.01,-0.005
5.786,-0.015,-0.01
5.788,0.01,-0.01
5.79,0.005,-0.01
5.792,0.02,-0.01
5.794,0.02,-0.01
5.796,0.0,-0.005
5.798,-0.005,-0.005
5.8,0.025,0.0
5.802,0.03,0.0
5.804,0.03,-0.005
5.806,0.025,-0.015
5.808,-0.005,-0.025
5.81,-0.05,-0.045
5.812,-0.085,-0.06
5.814,-0.11,-0.075
5.816,-0.065,-0.085
5.818,-0.015,-0.09
5.82,0.015,-0.08
5.822,-0.015,-0.07
5.824,-0.05,-0.05
5.826,0.035,-0.03
5.828,0.035,-0.01
5.83,-0.005,0.005
5.832,-0.02,0.005
5.834,-0.015,0.005
5.836,-0.005,-0.005
5.838,-0.03,-0.025
5.84,-0.015,-0.04
5.842,-0.01,-0.055
5.844,0.0,-0.065
5.846,0.01,-0.065
5.848,0.005,-0.065
5.85,-0.05,-0.06
5.852,-0.035,-0.05
5.854,-0.02,-0.04
5.856,-0.005,-0.035
5.858,-0.01,-0.035
5.86,-0.01,-0.035
5.862,-0.045,-0.04
5.864,-0.045,-0.05
5.866,-0.08,-0.06
5.868,-0.085,-0.07
5.87,-0.045,-0.075
5.872,-0.03,-0.075
5.874,-0.035,-0.07
5.876,-0.04,-0.065
5.878,-0.055,-0.06
5.88,-0.04,-0.05
5.882,-0.06,-0.04
5.884,-0.02,-0.035
5.886,0.04,-0.03
5.888,0.03,-0.025
5.89,0.035,-0.025
5.892,0.005,-0.025
5.894,-0.03,-0.025
5.896,-0.01,-0.03
5.898,-0.015,-0.035
5.9,-0.03,-0.04
5.902,-0.04,-0.045
5.904,-0.05,-0.05
5.906,-0.04,-0.06
5.908,-0.045,-0.065
5.91,-0.05,-0.07
5.912,-0.055,-0.075
5.914,-0.05,-0.075
5.916,-0.035,-0.07
5.918,-0.02,-0.065
5.92,-0.02,-0.055
5.922,-0.03,-0.05
5.924,-0.025,-0.04
5.926,-0.045,-0.04
5.928,-0.03,-0.035
5.93,0.0,-0.04
5.932,0.0,-0.05
5.934,-0.02,-0.055
5.936,-0.07,-0.07
5.938,-0.11,-0.075
5.94,-0.08,-0.085
5.942,-0.06,-0.085
5.944,-0.03,-0.085
5.946,-0.01,-0.075
5.948,-0.015,-0.07
5.95,-0.02,-0.06
5.952,-0.015,-0.05
5.954,-0.04,-0.045
5.956,-0.02,-0.04
5.958,-0.025,-0.04
5.96,-0.015,-0.045
5.962,-0.05,-0.05
5.964,-0.045,-0.055
5.966,-0.05,-0.055
5.968,-0.03,-0.055
5.97,-0.005,-0.05
5.972,-0.03,-0.045
5.974,0.0,-0.04
5.976,-0.015,-0.035
5.978,-0.06,-0.035
5.98,-0.015,-0.035
5.982,0.0,-0.035
5.984,-0.015,-0.04
5.986,0.0,-0.04
5.988,-0.02,-0.045
5.99,-0.065,-0.045
5.992,-0.03,-0.045
5.994,0.0,-0.04
5.996,-0.005,-0.04
5.998,-0.05,-0.035
6.0,-0.03,-0.035
6.002,-0.01,-0.035
6.004,-0.015,-0.04
6.006,-0.025,-0.045
6.008,-0.025,-0.045
6.01,-0.03,-0.05
6.012,-0.03,-0.05
6.014,-0.03,-0.05
6.016,-0.03,-0.045
6.018,-0.05,-0.04
6.02,-0.015,-0.035
6.022,0.02,-0.025
6.024,0.0,-0.015
6.026,-0.02,-0.01
6.028,0.015,0.0
6.03,0.06,0.01
6.032,0.035,0.015
6.034,0.005,0.02
6.036,0.04,0.025
6.038,0.06,0.025
6.04,0.045,0.02
6.042,0.025,0.015
6.044,-0.01,0.01
6.046,0.005,0.0
6.048,0.015,-0.005
6.05,0.02,-0.015
6.052,0.025,-0.025
6.054,0.0,-0.03
6.056,-0.065,-0.03
6.058,-0.035,-0.035
6.06,-0.01,-0.035
6.062,-0.005,-0.035
6.064,0.02,-0.03
6.066,0.01,-0.03
6.068,0.005,-0.025
6.07,0.015,-0.025
6.072,0.005,-0.025
6.074,-0.035,-0.025
6.076,-0.02,-0.025
6.078,-0.01,-0.03
6.08,-0.005,-0.03
6.082,-0.02,-0.035
6.084,-0.035,-0.04
6.086,-0.02,-0.045
6.088,-0.01,-0.045
6.09,-0.055,-0.045
6.092,-0.05,-0.045
6.094,0.0,-0.045
6.096,-0.015,-0.04
6.098,-0.01,-0.035
6.1,0.005,-0.035
6.102,-0.035,-0.03
6.104,-0.025,-0.03
6.106,-0.005,-0.03
6.108,0.0,-0.025
6.11,-0.035,-0.03
6.112,-0.025,-0.03
6.114,-0.02,-0.03
6.116,-0.02,-0.035
6.118,0.005,-0.035
6.12,-0.015,-0.04
6.122,-0.055,-0.045
6.124,-0.09,-0.05
6.126,-0.115,-0.05
6.128,-0.04,-0.05
6.13,-0.025,-0.045
6.132,-0.015,-0.04
6.134,-0.035,-0.035
6.136,-0.05,-0.025
6.138,-0.01,-0.025
6.14,0.01,-0.02
6.142,0.005,-0.015
6.144,-0.005,-0.01
6.146,0.01,0.005
6.148,0.025,0.03
6.15,0.075,0.075
6.152,0.115,0.14
6.154,0.27,0.225
6.156,0.405,0.33
6.158,0.48,0.44
6.16,0.56,0.55
6.162,0.64,0.645
6.164,0.825,0.72
6.166,0.805,0.755
6.168,0.785,0.75
6.17,0.745,0.71
6.172,0.595,0.635
6.174,0.455,0.54
6.176,0.375,0.43
6.178,0.34,0.315
6.18,0.25,0.215
6.182,0.185,0.125
6.184,0.025,0.05
6.186,-0.08,-0.01
6.188,-0.12,-0.05
6.19,-0.13,-0.085
6.192,-0.14,-0.105
6.194,-0.15,-0.125
6.196,-0.13,-0.135
6.198,-0.125,-0.14
6.2,-0.145,-0.14
6.202,-0.14,-0.13
6.204,-0.085,-0.115
6.206,-0.035,-0.095
6.208,-0.01,-0.07
6.21,0.01,-0.05
6.212,-0.005,-0.035
6.214,-0.01,-0.02
6.216,-0.01,-0.015
6.218,-0.01,-0.01
6.22,-0.015,-0.015
6.222,-0.03,-0.015
6.224,-0.01,-0.02
6.226,-0.015,-0.02
6.228,-0.04,-0.02
6.23,-0.04,-0.02
6.232,-0.04,-0.02
6.234,-0.025,-0.02
6.236,-0.01,-0.02
6.238,-0.01,-0.025
6.24,-0.005,-0.03
6.242,0.0,-0.03
6.244,-0.02,-0.035
6.246,-0.025,-0.035
6.248,-0.01,-0.035
6.25,-0.01,-0.035
6.252,-0.025,-0.035
6.254,-0.065,-0.035
6.256,-0.05,-0.035
6.258,-0.07,-0.035
6.26,-0.03,-0.035
6.262,0.005,-0.035
6.264,0.005,-0.035
6.266,0.01,-0.03
6.268,0.01,-0.02
6.27,0.01,-0.01
6.272,-0.02,-0.005
6.274,-0.015,0.005
6.276,0.035,0.01
6.278,0.045,0.01
6.28,-0.005,0.01
6.282,-0.005,0.0
6.284,0.015,-0.005
6.286,-0.025,-0.01
6.288,-0.02,-0.015
6.29,0.015,-0.015
6.292,0.04,-0.01
6.294,0.01,-0.005
6.296,-0.02,0.0
6.298,-0.045,0.005
6.3,-0.015,0.01
6.302,0.03,0.015
6.304,0.04,0.015
6.306,0.0,0.015
6.308,0.005,0.01
6.31,-0.005,0.01
6.312,0.01,0.015
6.314,0.04,0.015
6.316,0.035,0.02
6.318,0.025,0.02
6.32,0.0,0.025
6.322,0.0,0.025
6.324,0.04,0.025
6.326,0.065,0.025
6.328,0.03,0.025
6.33,0.055,0.03
6.332,0.075,0.03
6.334,0.04,0.04
6.336,0.03,0.045
6.338,0.07,0.055
6.34,0.1,0.06
6.342,0.045,0.065
6.344,0.03,0.065
6.346,0.07,0.065
6.348,0.08,0.065
6.35,0.05,0.06
6.352,0.035,0.06
6.354,0.045,0.055
6.356,0.075,0.055
6.358,0.085,0.055
6.36,0.09,0.055
6.362,0.095,0.06
6.364,0.1,0.065
6.366,0.1,0.075
6.368,0.055,0.085
6.37,0.06,0.095
6.372,0.09,0.11
6.374,0.17,0.125
6.376,0.165,0.135
6.378,0.155,0.15
6.38,0.16,0.155
6.382,0.155,0.16
6.384,0.17,0.155
6.386,0.13,0.15
6.388,0.125,0.145
6.39,0.115,0.135
6.392,0.125,0.125
6.394,0.11,0.115
6.396,0.105,0.11
6.398,0.12,0.11
6.4,0.105,0.105
6.402,0.105,0.105
6.404,0.11,0.1
6.406,0.085,0.095
6.408,0.07,0.09
6.41,0.075,0.08
6.412,0.065,0.07
6.414,0.075,0.06
6.416,0.065,0.05
6.418,0.03,0.04
6.42,-0.005,0.03
6.422,0.01,0.025
6.424,0.015,0.02
6.426,0.02,0.015
6.428,0.01,0.01
6.43,-0.005,0.01
6.432,0.03,0.01
6.434,0.02,0.01
6.436,0.02,0.01
6.438,0.01,0.01
6.44,-0.015,0.01
6.442,0.0,0.01
6.444,-0.005,0.005
6.446,-0.005,0.0
6.448,-0.015,-0.01
6.45,-0.04,-0.02
6.452,-0.06,-0.035
6.454,-0.05,-0.045
6.456,-0.045,-0.055
6.458,-0.08,-0.065
6.46,-0.07,-0.07
6.462,-0.03,-0.065
6.464,-0.025,-0.06
6.466,-0.005,-0.055
6.468,0.005,-0.05
6.47,-0.035,-0.045
6.472,-0.095,-0.04
6.474,-0.09,-0.035
6.476,-0.055,-0.035
6.478,-0.02,-0.035
6.48,0.015,-0.035
6.482,0.04,-0.035
6.484,-0.015,-0.03
6.486,-0.04,-0.025
6.488,0.005,-0.015
6.49,-0.03,-0.01
6.492,-0.03,-0.005
6.494,-0.005,-0.005
6.496,0.0,-0.005
6.498,-0.01,-0.01
6.5,-0.015,-0.015
6.502,0.005,-0.02
6.504,-0.05,-0.025
6.506,-0.06,-0.03
6.508,-0.01,-0.03
6.51,-0.02,-0.035
6.512,-0.07,-0.035
6.514,-0.045,-0.035
6.516,-0.025,-0.04
6.518,-0.015,-0.04
6.52,0.015,-0.04
6.522,-0.045,-0.045
6.524,-0.055,-0.045
6.526,-0.025,-0.04
6.528,-0.005,-0.04
6.53,-0.015,-0.035
6.532,-0.055,-0.035
6.534,-0.085,-0.03
6.536,-0.09,-0.035
6.538,-0.045,-0.035
6.54,-0.035,-0.04
6.542,-0.015,-0.045
6.544,-0.035,-0.05
6.546,-0.055,-0.05
6.548,-0.035,-0.05
6.55,-0.07,-0.05
6.552,-0.1,-0.05
6.554,-0.06,-0.05
6.556,0.0,-0.05
6.558,-0.005,-0.05
6.56,-0.06,-0.045
6.562,-0.1,-0.045
6.564,-0.03,-0.04
6.566,-0.035,-0.035
6.568,-0.015,-0.035
6.57,-0.035,-0.03
6.572,0.005,-0.03
6.574,-0.03,-0.03
6.576,-0.045,-0.035
6.578,-0.05,-0.045
6.58,-0.035,-0.055
6.582,-0.075,-0.065
6.584,-0.12,-0.07
6.586,-0.125,-0.075
6.588,-0.045,-0.075
6.59,-0.025,-0.07
6.592,-0.03,-0.06
6.594,-0.04,-0.05
6.596,-0.025,-0.04
6.598,-0.02,-0.03
6.6,0.005,-0.02
6.602,-0.015,-0.02
6.604,-0.035,-0.025
6.606,-0.025,-0.03
6.608,-0.045,-0.04
6.61,-0.045,-0.045
6.612,-0.045,-0.055
6.614,-0.04,-0.06
6.616,-0.03,-0.065
6.618,-0.03,-0.065
6.62,-0.08,-0.06
6.622,-0.065,-0.06
6.624,-0.03,-0.055
6.626,-0.05,-0.05
6.628,-0.07,-0.05
6.63,-0.08,-0.05
6.632,-0.06,-0.05
6.634,-0.025,-0.05
6.636,-0.005,-0.05
6.638,-0.04,-0.05
6.64,-0.03,-0.05
6.642,-0.015,-0.05
6.644,-0.02,-0.05
6.646,-0.045,-0.05
6.648,-0.07,-0.05
6.65,-0.065,-0.05
6.652,-0.075,-0.05
6.654,-0.045,-0.055
6.656,-0.04,-0.055
6.658,-0.03,-0.06
6.66,-0.09,-0.06
6.662,-0.065,-0.06
6.664,0.0,-0.055
6.666,0.015,-0.05
6.668,-0.02,-0.045
6.67,-0.03,-0.035
6.672,-0.015,-0.03
6.674,-0.03,-0.025
6.676,-0.045,-0.02
6.678,-0.04,-0.02
6.68,0.0,-0.02
6.682,0.0,-0.02
6.684,-0.005,-0.025
6.686,0.035,-0.025
6.688,-0.01,-0.03
6.69,-0.08,-0.03
6.692,-0.025,-0.035
6.694,-0.06,-0.04
6.696,-0.07,-0.045
6.698,-0.03,-0.055
6.7,-0.03,-0.06
6.702,-0.07,-0.07
6.704,-0.055,-0.075
6.706,-0.07,-0.075
6.708,-0.07,-0.075
6.71,-0.035,-0.065
6.712,-0.01,-0.055
6.714,0.005,-0.045
6.716,0.02,-0.03
6.718,0.0,-0.02
6.72,-0.005,-0.015
6.722,-0.03,-0.01
6.724,-0.045,-0.01
6.726,-0.035,-0.015
6.728,-0.025,-0.025
6.73,-0.015,-0.035
6.732,0.0,-0.045
6.734,-0.03,-0.05
6.736,-0.035,-0.055
6.738,-0.04,-0.06
6.74,-0.035,-0.065
6.742,-0.065,-0.065
6.744,-0.085,-0.065
6.746,-0.085,-0.07
6.748,-0.07,-0.07
6.75,-0.01,-0.075
6.752,-0.025,-0.075
6.754,-0.025,-0.075
6.756,-0.03,-0.07
6.758,-0.1,-0.065
6.76,-0.16,-0.06
6.762,-0.085,-0.055
6.764,0.035,-0.05
6.766,0.01,-0.05
6.768,-0.03,-0.05
6.77,-0.045,-0.05
6.772,-0.04,-0.055
6.774,-0.05,-0.06
6.776,-0.055,-0.07
6.778,-0.07,-0.075
6.78,-0.1,-0.085
6.782,-0.11,-0.095
6.784,-0.095,-0.105
6.786,-0.1,-0.11
6.788,-0.125,-0.115
6.79,-0.095,-0.11
6.792,-0.05,-0.09
6.794,0.0,-0.06
6.796,0.025,-0.02
6.798,0.07,0.04
6.8,0.135,0.11
6.802,0.205,0.195
6.804,0.32,0.285
6.806,0.4,0.375
6.808,0.47,0.465
6.81,0.57,0.545
6.812,0.715,0.61
6.814,0.76,0.65
6.816,0.74,0.665
6.818,0.7,0.65
6.82,0.595,0.605
6.822,0.46,0.53
6.824,0.365,0.435
6.826,0.305,0.32
6.828,0.255,0.205
6.83,0.135,0.09
6.832,-0.02,-0.015
6.834,-0.13,-0.1
6.836,-0.165,-0.16
6.838,-0.17,-0.195
6.84,-0.185,-0.215
6.842,-0.235,-0.21
6.844,-0.2,-0.2
6.846,-0.15,-0.175
6.848,-0.115,-0.155
6.85,-0.075,-0.135
6.852,-0.045,-0.115
6.854,-0.05,-0.095
6.856,-0.025,-0.085
6.858,-0.035,-0.07
6.86,-0.055,-0.065
6.862,-0.045,-0.06
6.864,-0.06,-0.055
6.866,-0.065,-0.055
6.868,-0.075,-0.06
6.87,-0.045,-0.065
6.872,0.0,-0.075
6.874,-0.035,-0.08
6.876,-0.03,-0.085
6.878,-0.035,-0.09
6.88,-0.07,-0.09
6.882,-0.07,-0.09
6.884,-0.09,-0.085
6.886,-0.105,-0.085
6.888,-0.075,-0.08
6.89,0.01,-0.075
6.892,-0.025,-0.07
6.894,-0.035,-0.06
6.896,-0.1,-0.05
6.898,-0.08,-0.04
6.9,0.09,-0.03
6.902,0.055,-0.02
6.904,-0.01,-0.02
6.906,-0.05,-0.02
6.908,-0.08,-0.025
6.91,-0.04,-0.035
6.912,-0.035,-0.05
6.914,0.005,-0.06
6.916,0.03,-0.07
6.918,-0.02,-0.075
6.92,-0.04,-0.07
6.922,-0.01,-0.065
6.924,-0.035,-0.055
6.926,-0.03,-0.045
6.928,-0.03,-0.04
6.93,-0.02,-0.035
6.932,-0.005,-0.04
6.934,0.015,-0.05
6.936,-0.03,-0.06
6.938,-0.05,-0.07
6.94,-0.065,-0.08
6.942,-0.025,-0.085
6.944,-0.07,-0.08
6.946,-0.075,-0.075
6.948,-0.06,-0.065
6.95,0.0,-0.05
6.952,0.05,-0.035
6.954,0.025,-0.025
6.956,0.045,-0.015
6.958,0.005,-0.01
6.96,0.01,-0.01
6.962,-0.02,-0.015
6.964,-0.025,-0.02
6.966,-0.03,-0.025
6.968,-0.025,-0.025
6.97,0.01,-0.025
6.972,0.03,-0.02
6.974,0.03,-0.015
6.976,0.005,-0.005
6.978,0.015,0.005
6.98,0.065,0.015
6.982,0.095,0.025
6.984,0.05,0.035
6.986,0.02,0.04
6.988,0.08,0.04
6.99,0.065,0.045
6.992,0.035,0.045
6.994,0.085,0.045
6.996,0.1,0.05
6.998,0.105,0.055
7.0,0.11,0.065
7.002,0.08,0.07
7.004,0.13,0.08
7.006,0.105,0.08
7.008,0.08,0.085
7.01,0.105,0.085
7.012,0.085,0.08
7.014,0.08,0.075
7.016,0.1,0.075
7.018,0.1,0.07
7.02,0.1,0.07
7.022,0.14,0.075
7.024,0.12,0.075
7.026,0.095,0.085
7.028,0.06,0.09
7.03,0.08,0.095
7.032,0.12,0.1
7.034,0.18,0.1
7.036,0.17,0.105
7.038,0.165,0.105
7.04,0.125,0.11
7.042,0.13,0.11
7.044,0.14,0.11
7.046,0.15,0.11
7.048,0.135,0.105
7.05,0.1,0.1
7.052,0.09,0.085
7.054,0.09,0.075
7.056,0.08,0.06
7.058,0.02,0.04
7.06,0.025,0.025
7.062,0.05,0.015
7.064,0.09,0.01
7.066,0.08,0.005
7.068,0.03,0.005
7.07,0.055,0.01
7.072,0.02,0.01
7.074,-0.025,0.015
7.076,0.035,0.01
7.078,0.04,0.005
7.08,0.005,-0.005
7.082,0.0,-0.015
7.084,0.005,-0.025
7.086,-0.04,-0.035
7.088,0.0,-0.04
7.09,-0.005,-0.045
7.092,-0.01,-0.045
7.094,-0.04,-0.04
7.096,-0.01,-0.04
7.098,0.01,-0.035
7.1,0.0,-0.035
7.102,-0.005,-0.04
7.104,-0.025,-0.045
7.106,-0.05,-0.05
7.108,-0.04,-0.055
7.11,-0.025,-0.055
7.112,0.005,-0.06
7.114,0.035,-0.055
7.116,0.035,-0.05
7.118,0.02,-0.045
7.12,0.0,-0.04
7.122,-0.015,-0.035
7.124,-0.03,-0.03
7.126,-0.025,-0.03
7.128,0.03,-0.03
7.13,0.0,-0.035
7.132,0.02,-0.04
7.134,0.02,-0.045
7.136,0.02,-0.045
7.138,-0.03,-0.05
7.14,-0.045,-0.055
7.142,-0.065,-0.055
7.144,-0.01,-0.06
7.146,0.005,-0.06
7.148,-0.015,-0.055
7.15,-0.01,-0.055
7.152,0.01,-0.055
7.154,-0.075,-0.05
7.156,-0.08,-0.045
7.158,0.015,-0.045
7.16,0.015,-0.04
7.162,-0.015,-0.04
7.164,0.0,-0.04
7.166,0.015,-0.04
7.168,0.0,-0.045
7.17,0.015,-0.045
7.172,-0.01,-0.045
7.174,-0.005,-0.04
7.176,-0.02,-0.04
7.178,0.005,-0.035
7.18,-0.005,-0.03
7.182,-0.015,-0.03
7.184,-0.035,-0.03
7.186,-0.03,-0.03
7.188,-0.02,-0.035
7.19,0.01,-0.04
7.192,0.01,-0.05
7.194,0.02,-0.055
7.196,-0.015,-0.065
7.198,-0.02,-0.07
7.2,-0.04,-0.07
7.202,-0.05,-0.07
7.204,-0.035,-0.07
7.206,-0.035,-0.065
7.208,-0.02,-0.06
7.21,0.005,-0.05
